"gene","ENTREZID","product","ensembl_gene_id","external_synonym","chromosome_name","gene_biotype","phenotype_description","hsapiens_homolog_associated_gene_name"
"Gm7241",638532,NA,"ENSMUSG00000089808",NA,"1","processed_pseudogene",NA,NA
"Klhdc8a",213417,"kelch domain containing 8A, transcript variant X2","ENSMUSG00000042115","A630065K24Rik","1","protein_coding",NA,"KLHDC8A"
"Lrrn2",16980,"leucine rich repeat protein 2, neuronal","ENSMUSG00000026443","5730406J09Rik","1","protein_coding","abnormal behavior","LRRN2"
"Gm29257",102636216,NA,"ENSMUSG00000100228",NA,"1","processed_pseudogene",NA,NA
"Gm28609",102633532,"predicted gene 28609, transcript variant X3","ENSMUSG00000101102",NA,"1","lncRNA",NA,NA
"Plekha6",240753,"pleckstrin homology domain containing, family A member 6, transcript variant X8","ENSMUSG00000041757","Pepp3","1","protein_coding",NA,"PLEKHA6"
"Ren1",19701,"renin 1 structural","ENSMUSG00000070645","Ren","1","protein_coding","abnormal baroreceptor physiology","REN"
"Sox13",20668,"SRY (sex determining region Y)-box 13","ENSMUSG00000070643",NA,"1","protein_coding","abnormal tail movements","SOX13"
"Zbed6",667118,"zinc finger, BED domain containing 6","ENSMUSG00000094410","Gm38394","1","protein_coding",NA,"ZBED6"
"Lax1",240754,"lymphocyte transmembrane adaptor 1, transcript variant 1","ENSMUSG00000051998","E430019B13Rik","1","protein_coding","abnormal B cell physiology","LAX1"
"Optc",269120,"opticin, transcript variant 2","ENSMUSG00000010311",NA,"1","protein_coding","abnormal induced retinal neovascularization","OPTC"
"Prelp",116847,"proline arginine-rich end leucine-rich repeat","ENSMUSG00000041577","7330409J17Rik","1","protein_coding","increased circulating bilirubin level","PRELP"
"Gm8618",667414,NA,"ENSMUSG00000073559",NA,"1","processed_pseudogene",NA,NA
"Mybph",53311,"myosin binding protein H, transcript variant X4","ENSMUSG00000042451",NA,"1","protein_coding",NA,"MYBPH"
"Myog",17928,"myogenin","ENSMUSG00000026459","bHLHc3","1","protein_coding","abnormal laryngeal muscle morphology","MYOG"
"Ppfia4",68507,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4, transcript variant X5","ENSMUSG00000026458","1110008G13Rik","1","protein_coding",NA,"PPFIA4"
"Tmem183a",57439,"transmembrane protein 183A, transcript variant 2","ENSMUSG00000042305","1300007B12Rik","1","protein_coding","abnormal defecation","TMEM183A"
"Kdm5b",75605,"lysine (K)-specific demethylase 5B","ENSMUSG00000042207","2010009J12Rik","1","protein_coding","absent pinna reflex","KDM5B"
"Ppp1r12b",329251,"protein phosphatase 1, regulatory (inhibitor) subunit 12B, transcript variant X7","ENSMUSG00000073557","1810037O03Rik","1","protein_coding","decreased heart weight","PPP1R12B"
"Ube2t",67196,"ubiquitin-conjugating enzyme E2T (putative), transcript variant 1","ENSMUSG00000026429","2700084L22Rik","1","protein_coding",NA,"UBE2T"
"Ptprv",13924,"protein tyrosine phosphatase, receptor type, V","ENSMUSG00000097993","Esp","1","polymorphic_pseudogene","decreased circulating potassium level",NA
"Timm17a",21854,"translocase of inner mitochondrial membrane 17a","ENSMUSG00000062580","17kDa","1","protein_coding",NA,"TIMM17A"
"Csrp1",13007,"cysteine and glycine-rich protein 1","ENSMUSG00000026421","CRP1","1","protein_coding","hypoactivity","CSRP1"
"Tnni1",21952,"troponin I, skeletal, slow 1, transcript variant X2","ENSMUSG00000026418","2700018B22Rik","1","protein_coding","long tibia","TNNI1"
"Lad1",16763,"ladinin","ENSMUSG00000041782",NA,"1","protein_coding",NA,"LAD1"
"Pkp1",18772,"plakophilin 1","ENSMUSG00000026413",NA,"1","protein_coding","abnormal cell adhesion","PKP1"
"Ascl5",226439,"achaete-scute complex homolog 5 (Drosophila)","ENSMUSG00000097918","AmeloD","1","protein_coding",NA,"ASCL5"
"Cacna1s",12292,"calcium channel, voltage-dependent, L type, alpha 1S subunit, transcript variant X1","ENSMUSG00000026407","Cav1.1","1","protein_coding","abnormal embryo size","CACNA1S"
"Gm15850",329253,"predicted gene 15850, transcript variant 4","ENSMUSG00000086264",NA,"1","lncRNA",NA,NA
"Kif21b",16565,"kinesin family member 21B, transcript variant X1","ENSMUSG00000041642","2610511N21Rik","1","protein_coding","decreased circulating HDL cholesterol level","KIF21B"
"Camsap2",67886,"calmodulin regulated spectrin-associated protein family, member 2","ENSMUSG00000041570","1600013L13Rik","1","protein_coding",NA,"CAMSAP2"
"Kif14",381293,"kinesin family member 14, transcript variant X9","ENSMUSG00000041498","D1Ertd367e","1","protein_coding","abnormal Purkinje cell dendrite morphology","KIF14"
"Gm29485",102634727,"predicted gene 29485, transcript variant X2","ENSMUSG00000101413",NA,"1","processed_pseudogene",NA,NA
"Gm19705",100503460,"predicted gene, 19705, transcript variant 1","ENSMUSG00000097113",NA,"1","lncRNA",NA,NA
"Mif-ps1",667686,NA,"ENSMUSG00000104360","Gm8762","1","processed_pseudogene",NA,NA
"Nr5a2",26424,"nuclear receptor subfamily 5, group A, member 2, transcript variant X1","ENSMUSG00000026398","D1Ertd308e","1","protein_coding","abnormal amniotic cavity morphology","NR5A2"
"Ptprc",19264,"protein tyrosine phosphatase, receptor type, C, transcript variant 3","ENSMUSG00000026395","B220","1","protein_coding","CNS inflammation","PTPRC"
"Lhx9",16876,"LIM homeobox protein 9, transcript variant 2","ENSMUSG00000019230","3110009O07Rik","1","protein_coding","abnormal female reproductive system morphology","LHX9"
"Dennd1b",329260,"DENN/MADD domain containing 1B, transcript variant X1","ENSMUSG00000056268","4632404N19Rik","1","protein_coding","increased body length","DENND1B"
"Crb1",170788,"crumbs homolog 1 (Drosophila), transcript variant X1","ENSMUSG00000063681","7530426H14Rik","1","protein_coding","abnormal Muller cell morphology","CRB1"
"Zbtb41",226470,"zinc finger and BTB domain containing 41 homolog, transcript variant X1","ENSMUSG00000033964","8430415N23Rik","1","protein_coding",NA,"ZBTB41"
"Cfhr2",545366,"complement factor H-related 2","ENSMUSG00000033898","FHR-B","1","protein_coding",NA,NA
"Gm5837",545399,NA,"ENSMUSG00000104496",NA,"1","processed_pseudogene",NA,NA
"Kcnt2",240776,"potassium channel, subfamily T, member 2, transcript variant X8","ENSMUSG00000052726","E330038N15Rik","1","protein_coding","decreased heart weight","KCNT2"
"Gm5835",545369,NA,"ENSMUSG00000101795",NA,"1","processed_pseudogene",NA,NA
"Cdc73",214498,"cell division cycle 73, Paf1/RNA polymerase II complex component","ENSMUSG00000026361","8430414L16Rik","1","protein_coding","abnormal jaw morphology","CDC73"
"B3galt2",26878,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2","ENSMUSG00000033849",NA,"1","protein_coding","abnormal heart morphology","B3GALT2"
"Glrx2",69367,"glutaredoxin 2 (thioltransferase), transcript variant X2","ENSMUSG00000018196","1700010P22Rik","1","protein_coding","abnormal enzyme/coenzyme activity",NA
"Rgs1",50778,"regulator of G-protein signaling 1","ENSMUSG00000026358","BL34","1","protein_coding","abnormal B cell physiology","RGS1"
"Gm7266",639456,NA,"ENSMUSG00000100441",NA,"1","processed_pseudogene",NA,NA
"Rgs18",64214,"regulator of G-protein signaling 18, transcript variant X1","ENSMUSG00000026357",NA,"1","protein_coding","abnormal bone marrow cell morphology/development","RGS18"
"Brinp3",215378,"bone morphogenetic protein/retinoic acid inducible neural specific 3, transcript variant 1","ENSMUSG00000035131","B830045N13Rik","1","protein_coding",NA,"BRINP3"
"Ptgs2os",320019,"prostaglandin-endoperoxide synthase 2, opposite strand","ENSMUSG00000097028","7530420F21Rik","1","lncRNA",NA,NA
"Ptgs2",19225,"prostaglandin-endoperoxide synthase 2","ENSMUSG00000032487","Cox-2","1","protein_coding","abnormal adipose tissue physiology","PTGS2"
"Tpr",108989,"translocated promoter region, nuclear basket protein","ENSMUSG00000006005","2610029M07Rik","1","protein_coding","preweaning lethality complete penetrance","TPR"
"Swt1",66875,"SWT1 RNA endoribonuclease homolog (S. cerevisiae), transcript variant X1","ENSMUSG00000052748","1200016B10Rik","1","protein_coding",NA,"SWT1"
"Mir7682",102466847,"microRNA 7682","ENSMUSG00000106406","mmu-mir-7682","1","miRNA",NA,NA
"Rnf2",19821,"ring finger protein 2","ENSMUSG00000026484","dinG","1","protein_coding","abnormal embryonic epiblast morphology","RNF2"
"Gm36527",102640476,"predicted gene, 36527","ENSMUSG00000103238","Gm37156","1","TEC",NA,NA
"Edem3",66967,"ER degradation enhancer, mannosidase alpha-like 3, transcript variant X1","ENSMUSG00000043019","2310050N11Rik","1","protein_coding","abnormal coat/hair pigmentation","EDEM3"
"Tsen15",66637,"tRNA splicing endonuclease 15 homolog (S. cerevisiae)","ENSMUSG00000014980","5730449L18Rik","1","protein_coding",NA,"TSEN15"
"Colgalt2",269132,"collagen beta(1-O)galactosyltransferase 2","ENSMUSG00000032649","Glt25d2","1","protein_coding",NA,"COLGALT2"
"Rgl1",19731,"ral guanine nucleotide dissociation stimulator,-like 1, transcript variant X2","ENSMUSG00000026482","Rgl","1","protein_coding","abnormal craniofacial morphology","RGL1"
"Arpc5",67771,"actin related protein 2/3 complex, subunit 5","ENSMUSG00000008475","5830443F10Rik","1","protein_coding",NA,"ARPC5"
"Ncf2",17970,"neutrophil cytosolic factor 2, transcript variant X2","ENSMUSG00000026480","NADPH oxidase subunit (67kDa)","1","protein_coding","decreased NK T cell number","NCF2"
"Nmnat2",226518,"nicotinamide nucleotide adenylyltransferase 2, transcript variant X3","ENSMUSG00000042751","D030041I09Rik","1","protein_coding","abnormal hindbrain development","NMNAT2"
"Lamc2",16782,"laminin, gamma 2","ENSMUSG00000026479","nicein, 100kDa","1","protein_coding","abnormal basal lamina morphology","LAMC2"
"Dhx9",13211,"DEAH (Asp-Glu-Ala-His) box polypeptide 9, transcript variant X1","ENSMUSG00000042699","Ddx9","1","protein_coding","abnormal ectoderm development","DHX9"
"Rgs16",19734,"regulator of G-protein signaling 16","ENSMUSG00000026475","Rgsr","1","protein_coding","abnormal T-helper 1 physiology","RGS16"
"Rgsl1",240816,"regulator of G-protein signaling like 1, transcript variant X2","ENSMUSG00000042641","4930415K13Rik","1","protein_coding","increased thigmotaxis","RGSL1"
"Zfp648",100503355,"zinc finger protein 648","ENSMUSG00000066797","Gm10178","1","protein_coding",NA,"ZNF648"
"Gm9530",671336,"predicted gene 9530, transcript variant X17","ENSMUSG00000096950",NA,"1","lncRNA",NA,NA
"Stx6",58244,"syntaxin 6, transcript variant X1","ENSMUSG00000026470","2310039E05Rik","1","protein_coding","abnormal gait","STX6"
"Xpr1",19775,"xenotropic and polytropic retrovirus receptor 1","ENSMUSG00000026469","Rmc-1","1","protein_coding","increased susceptibility to Retroviridae infection","XPR1"
"Gm5532",433367,"predicted gene 5532, transcript variant X4","ENSMUSG00000073535",NA,"1","lncRNA",NA,NA
"Acbd6",72482,"acyl-Coenzyme A binding domain containing 6, transcript variant X2","ENSMUSG00000033701","0610010G04Rik","1","protein_coding",NA,"ACBD6"
"Lhx4",16872,"LIM homeobox protein 4, transcript variant X2","ENSMUSG00000026468","A330062J17Rik","1","protein_coding","abnormal Rathke's pouch development","LHX4"
"Cep350",74081,"centrosomal protein 350, transcript variant X3","ENSMUSG00000033671","4933409L06Rik","1","protein_coding","abnormal behavior","CEP350"
"Fam163a",329274,"family with sequence similarity 163, member A","ENSMUSG00000015484","A230106N23Rik","1","protein_coding","abnormal iris morphology","FAM163A"
"Tdrd5",214575,"tudor domain containing 5, transcript variant X8","ENSMUSG00000060985",NA,"1","protein_coding","abnormal acrosome morphology","TDRD5"
"Nphs2",170484,"nephrosis 2, podocin, transcript variant X3","ENSMUSG00000026602","podocin","1","protein_coding","abnormal glomerular capillary endothelium morphology","NPHS2"
"Gm2000",100038991,NA,"ENSMUSG00000078193",NA,"1","protein_coding",NA,"RPL35"
"Soat1",20652,"sterol O-acyltransferase 1","ENSMUSG00000026600","8430426K15Rik","1","protein_coding","Meibomian gland atrophy","SOAT1"
"Abl2",11352,"v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene), transcript variant X1","ENSMUSG00000026596","Abll","1","protein_coding","abnormal cerebral cortex pyramidal cell morphology","ABL2"
"Fam20b",215015,"family with sequence similarity 20, member B, transcript variant X1","ENSMUSG00000033557","C530043G21Rik","1","protein_coding","abnormal digestive system development","FAM20B"
"Ralgps2",78255,"Ral GEF with PH domain and SH3 binding motif 2, transcript variant X4","ENSMUSG00000026594","1810020P17Rik","1","protein_coding","increased energy dissipated prior to femur fracture","RALGPS2"
"Angptl1",72713,"angiopoietin-like 1","ENSMUSG00000033544","2810039D03Rik","1","protein_coding","abnormal lens morphology","ANGPTL1"
"Rasal2",226525,"RAS protein activator like 2","ENSMUSG00000070565","A330066M24Rik","1","protein_coding","abnormal coat appearance","RASAL2"
"Brinp2",240843,"bone morphogenic protein/retinoic acid inducible neural-specific 2, transcript variant X2","ENSMUSG00000004031","6430517E21Rik","1","protein_coding",NA,"BRINP2"
"Gm4953",240853,NA,"ENSMUSG00000061992",NA,"1","processed_pseudogene",NA,NA
"Gm31256",102633426,NA,"ENSMUSG00000103289",NA,"1","processed_pseudogene",NA,NA
"Rabgap1l",29809,"RAB GTPase activating protein 1-like, transcript variant X2","ENSMUSG00000026721","5830411O09Rik","1","protein_coding","no abnormal phenotype detected","RABGAP1L"
"Gm6177",620750,NA,"ENSMUSG00000057499","EG620750","1","processed_pseudogene",NA,NA
"Rc3h1",381305,"RING CCCH (C3H) domains 1","ENSMUSG00000040423","5730557L09Rik","1","protein_coding","increased lean body mass","RC3H1"
"Serpinc1",11905,"serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1","ENSMUSG00000026715","antithrombin","1","protein_coding","abnormal atrial thrombosis","SERPINC1"
"Snord47",100217446,"small nucleolar RNA, C/D box 47","ENSMUSG00000064968","MBII-96","1","snoRNA",NA,NA
"Dars2",226539,"aspartyl-tRNA synthetase 2 (mitochondrial), transcript variant X1","ENSMUSG00000026709","5830468K18Rik","1","protein_coding","decreased circulating insulin level","DARS2"
"Cenpl",70454,"centromere protein L, transcript variant X1","ENSMUSG00000026708","2610300B10Rik","1","protein_coding","preweaning lethality complete penetrance","CENPL"
"Fasl",14103,"Fas ligand (TNF superfamily, member 6), transcript variant X2","ENSMUSG00000000817","APT1LG1","1","protein_coding","CNS inflammation","FASLG"
"Dnm3",103967,"dynamin 3, transcript variant X4","ENSMUSG00000040265","9630020E24Rik","1","protein_coding","no abnormal phenotype detected","DNM3"
"Dnm3os",474332,"dynamin 3, opposite strand","ENSMUSG00000078190","6030416H16Rik","1","lncRNA","abnormal bone ossification",NA
"Prrc2c",226562,"proline-rich coiled-coil 2C, transcript variant X4","ENSMUSG00000040225","1810043M20Rik","1","protein_coding","abnormal auditory brainstem response","PRRC2C"
"Fmo2",55990,"flavin containing monooxygenase 2, transcript variant X1","ENSMUSG00000040170","2310008D08Rik","1","protein_coding",NA,"FMO2"
"Mettl11b",240879,"methyltransferase like 11B, transcript variant X2","ENSMUSG00000040113","LOC240879","1","protein_coding","decreased grip strength","NTMT2"
"BC055324",381306,"cDNA sequence BC055324, transcript variant X3","ENSMUSG00000041406",NA,"1","protein_coding","abnormal bone mineralization","C1orf112"
"Sele",20339,"selectin, endothelial cell, transcript variant X1","ENSMUSG00000026582","CD62E","1","protein_coding","abnormal T cell physiology","SELE"
"Selp",20344,"selectin, platelet","ENSMUSG00000026580","CD62P","1","protein_coding","abnormal T cell physiology","SELP"
"F5",14067,"coagulation factor V","ENSMUSG00000026579","Cf-5","1","protein_coding","abnormal blood coagulation","F5"
"Nme7",171567,"NME/NM23 family member 7, transcript variant X1","ENSMUSG00000026575","D530024H21Rik","1","protein_coding","preweaning lethality incomplete penetrance","NME7"
"Atp1b1",11931,"ATPase, Na+/K+ transporting, beta 1 polypeptide","ENSMUSG00000026576","Atpb","1","protein_coding","no abnormal phenotype detected","ATP1B1"
"Gm26685",102635083,"predicted gene, 26685, transcript variant X1","ENSMUSG00000097281",NA,"1","lncRNA",NA,NA
"Dpt",56429,"dermatopontin","ENSMUSG00000026574","1810032B19Rik","1","protein_coding","abnormal cornea posterior stroma morphology","DPT"
"Gm20743",433374,"predicted gene, 20743","ENSMUSG00000104117",NA,"1","lncRNA",NA,NA
"Sft2d2",108735,"SFT2 domain containing 2","ENSMUSG00000040848","2010005O13Rik","1","protein_coding",NA,"SFT2D2"
"Tiprl",226591,"TIP41, TOR signalling pathway regulator-like (S. cerevisiae)","ENSMUSG00000040843","1810011K17Rik","1","protein_coding","abnormal forebrain development","TIPRL"
"Rcsd1",226594,"RCSD domain containing 1, transcript variant X6","ENSMUSG00000040723","A430105K13Rik","1","protein_coding",NA,"RCSD1"
"Gm32999",102635737,"predicted gene, 32999, transcript variant X8","ENSMUSG00000102363",NA,"1","TEC",NA,NA
"Dusp27",240892,"dual specificity phosphatase 27 (putative), transcript variant 2","ENSMUSG00000026564","C130085G02Rik","1","protein_coding","abnormal lymph node morphology","STYXL2"
"Mael",98558,"maelstrom homolog (Drosophila)","ENSMUSG00000040629","4933405K18Rik","1","protein_coding","abnormal DNA methylation during gametogenesis","MAEL"
"Gm16418",100040287,NA,"ENSMUSG00000084093",NA,"1","processed_pseudogene",NA,NA
"Gm16701",100503962,"predicted gene, 16701","ENSMUSG00000102548",NA,"1","lncRNA",NA,NA
"Aldh9a1",56752,"aldehyde dehydrogenase 9, subfamily A1","ENSMUSG00000026687","ESTM40","1","protein_coding","abnormal skin morphology","ALDH9A1"
"Mgst3",66447,"microsomal glutathione S-transferase 3","ENSMUSG00000026688","2010012L10Rik","1","protein_coding","decreased mean corpuscular volume","MGST3"
"Lrrc52",240899,"leucine rich repeat containing 52","ENSMUSG00000040485","4930413P14Rik","1","protein_coding","abnormal sperm physiology","LRRC52"
